,tweet,label
6005,shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -,1
6006,thanks for ignoring my texts fag,2
6007,that's a dragon you retard,1
6008,when you realize you're trash,1
6009,fucc the extra shit I'm seeing that hoe THIS WEEKEND,1
6010,"I got a kenwood amp to but it's probably ghetto, right?",1
6011,it's not ghetto you fool.,0
6012,you got a toolbox you hoe,1
6013,"you gotta be like me n the twins, just chug it all before everyone",0
6014,you can be a bad bitch too dex its okay,1
6015,David block that bitch,1
6016,Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,0
6017,every bitches claim,1
6018,bitch what? I don't give a fuck what you say but don't fuckin lie on me you hairy bitch,1
6019,is out of his goddamn bird trying to say YoBurger is better than 5 guys,1
6020,"Alright, amateur grease monkey, show me how its done.

Wait, that sounds racist...",1
6021,I hope my fuzzy head doesnt tickle too much.,0
6022,If you say one disparaging word about the Charlie Brown xmas special I will slash the tires on your car.,1
6023,Was just wondering if yo espect to add mo colored tv stations befo I renew dis,0
6024,Ok. I guess you ain't colored so so don't know da channels?,1
6025,You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?,2
6027,awwww don't be a pussy ill show u was good with that turbo lol,1
6028,handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha,1
6029,bitch just meet me up here lol,1
6030,"couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto",1
6031,lmao yeah bitch that lil shit ripped .,1
6032,suck my dick tacos el negro better,2
6033,yeah bitch did it taste good fucker -.-t,1
6036,snag that ho,1
6037,it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.,0
6038,SLUT BUCKETS. especially Dan. He a hoe.,1
6039,"Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy.",0
6040,"Only one current Yankee sells Only one current BoSox sells Only ONE player on each L.A. team sells Most teams have 0, yeah.",0
6041,"You don't have any kids? What are you, one of them queers?",2
6042,what I thought bitch,1
6043,bitch ain't fall down or nothing. bet she can take more licks than you. No?,1
6044,that hoe show up uninvited one day your ass won't come outside tho,1
6045,"almost mad a nigguh catch some stacks at lunch, close one",1
6046,had da bitches rockin in da club wit my boy Connor,1
6047,that nigguh sucks,1
6049,stop retweeting heather im tired of seeing that bitch on my tl,1
6050,both you bitches go to sleep,1
6051,"Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",2
6052,"lmao, them bitches was the truth",1
6053,then the kid he sold it to brought it back to him cooked in a brownie,0
6054,Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done,2
6055,"money can get you good weed, but not always the best of pussy. Sorry my friend (: guess",1
6057,you are a bitch.,1
6058,they hv loads of cushion on the soles of them. They would feel good on ur dick.,1
6059,love you too bitch,1
6060,bitch I was out dea and your ass was sleep,1
6061,ghetto=black,0
6062,Jordan's are trash,0
6063,everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash.,0
6064,"those ""trash"" SnD stars would scrape ur team in SnD and most pro teams.",0
6065,"first second an third mistake... i been hearing it wus trash tho...kinda wan give it a listen, kinda dont",0
6066,girl I been wanting them shit I been growing them hoes for bout 6months,1
6067,nips,0
6068,This bitch sees that as not an attack because Muslims are only 1% (no idea where he maths),1
6069,cool beaners.,0
6070,cool beaners. i just got home. ready to keep my couch from floating away. lol,0
6071,bitch be actin like I'm a celebrity,1
6072,oh wow the bitch is bitching again,1
6073,"I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee",0
6074,Quick game for Sox Yanks.....hope you get home soon,0
6075,Sorry bout your Yanks Earl....who uya like in the WS?,0
6076,That would be your Yankees Earl....we all know they should win all 162,0
6077,"but you were too busy being a raging bitch and not caring that your ""best friend"" was going through hell So there's my punch",1
6078,"ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying.",0
6079,The shirt trash  and I'm leaving your room a mess,0
6080,Wuw. Am not wun uv ur hoes dnt send mi pics,1
6081,teaching that pretend son to b a pussy his son would have LACE ON HIS JOCK STRAP,2
6082,Them jigaboos aka homewreckers needs to get blocked,2
6083,"yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",0
6085,Toma ESO negros,0
6086,pinche panamonos negros me Dan asco,0
6087,what's the difference between the three of the nig Nog's?,1
6088,who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,2
6089,"thank you mint - happy Mothafuggin birthday too, hoe",1
6090,im assuming mickey bubbles,0
6091,sounds like gypos to me - they used to do this all the time where I lived,0
6092,youre cheating on mickey bubbles :O,0
6093,your rhyming is ghetto,1
6094,gook,0
6095,WASP EGGS,0
6096,you sound like a real cunt,1
6097,dayum saterlyt shoz un bayg ho-ul,0
6098,sprite* hoe,1
6099,clever monkey,0
6100,mostly move ya dumb bitch Haha,1
6101,mr. and mrs trash,0
6103,she looks like a real dyke now,1
6104,bitch firstly it's resting on my titties and secondly if U WAS PAYING ATTENTION YOUD HAVE SEEN WHEN I SAID I ROLLED INTO IT,1
6105,lmao don't fight me you don't know my ghetto ass school dude I highly doubt that since I don't give a fuck about it,1
6106,you can't get rid of me that easily bitch,1
6107,Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.,0
6108,If I have to watch baseball I actually go for the Mets because Jon Stewart. And fuck the Yankees.,1
6109,"We hate the Yankees though, right? I feel like I'm really good at hating them.",2
6110,We hate them more than the Cowboys and Yankees.,0
6112,"Hey  why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now",0
6113,why nobody never invite me to no lesbian party. ): bitches.,1
6114,i know imma broke ass bitch,1
6115,"bitch please, are you trying to say I was closer to Philly than you",1
6116,pussy pussy pussy,1
6118,Stop blowing the spurs pussies,1
6119,"too many little whiney bitches in AMERICA. 
Someone to CRY about ANYTHING 
IE: Kids MUST WEAR Bicycle Helmets",1
6120,living with my bitches   http:,1
6122,I'll come rape your wife bitch boy,1
6123,bitch no,1
6124,cause I didn't wanna see your bitch ass,1
6125,your one of my bitches you make money for me,1
6126,hey  the law made it a FELONY to keep and collect the records. Get your facts straight,0
6127,discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,0
6128,"lmfaooo how many ""returns"" has this faggot gotten?",1
6129,Huge Yankee fan....enjoy http:,0
6130,birds of a feather. go away,0
6131,thanks hoe,1
6132,a pussy in ur mouth is a really good stress reliever doctors recommend,1
6133,i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,1
6134,you can be whatever you want since you aren't a lying ass bitch ass childish ass mother fucker,1
6135,yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the,2
6136,you've got no sole,0
6137,"I'll do it  In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.",2
6138,"just admit you started the shit by calling her out, and that you're being a bitch, and we'll all move on",1
6140,"Google's a bitch: ""Your search - Ann B. Davis Sexy- did not match any image results.""",1
6141,"I said I'm a vagina, but not a fag. Who HASN'T seen that movie?",1
6142,"When did we become a nation of giant dripping whiny pussies, anyway? MAKE THIS DUDE PRESIDENT Of Iraq, even. He's the MAN",1
6143,Nevermind. Still a little bitch. http:,1
6144,might need you to pummel a bitch,1
6145,Yo follow me back nigguh,1
6146,vertical nip bars..I already have horizontal ones so I think it'll look hella cute,0
6147,"also, I put 'i touch myself' on a ned/chuck mix.",0
6149,you still ugly then a hoe and you still look like muffie off Arthur,1
6150,Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs,0
6151,fuck off frank you pussy,1
6152,I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies,0
6153,"shut up faggot, no one cares",1
6154,"""bitches talk shit, you got the right to swerve"" god damnit you are da shittt",1
6155,where's ours at nigguh,1
6156,I call those my ghetto nunchucks...the reason I went 2 jail as well :(,1
6157,lmao he lyin sis His bitch told me if any light bulb in the whole wide world light up today i ca fuck,1
6158,fuck you spear chucker,2
6159,lmao bitch is dumb slap her up,1
6160,me too Tyler it just makes me think that they're lil nigger baby hoodrats.,2
6161,my fuckin name hoe,1
6162,And then everyone bitches anyways. The guy can't win with the fans we have. We would run Revis out of here in his prime,1
6163,rt something else from another bitch in panties about love I swear,1
6164,They would make a great baby bird pic bruh,0
6165,text me fag,1
6166,fight me hoe,1
6167,haha ya hit that hoe right there,1
6168,"lol my bad, I forgot that hoe made ya sad",1
6169,rt You'll see watch he finna hit that hoe and put some,1
6170,bitch I wasn't following u in the first place get the fuck off my tl.,1
6171,bitch have you ever seen me fight why you even talking shit?,1
6172,bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u don't know shit,1
6173,"bitch. What I like pussy go away u doing to much talking too much, I talk with my fist and u can get and yo dad little fuc",1
6174,or one of them bitches just be talking shit but not bout shit,1
6175,"shit what's up with then hoes I'll do both hoe, Am pretty sure u not on my level",1
6176,wow u hoe is the term for women,2
6177,"I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.",2
6178,ur fucken lame bitch,1
6179,thats thot pussy?,1
6180,"whatever hoe bitch  them ""fags"" beat yall sad asses too",2
6181,fags.,2
6182,I literally just told  to his face how trash he is at the shop in hooping,0
6183,your tits may be better looking but her face makes you like a Asian or Latina tranny,2
6184,you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh,2
6185,"His job as US Prez, to protect us is throw in trash..Ebola ER at our cost Daniel, both money &amp; lives DoG",0
6186,lol this faggot hid from the moon boss we i was helping him,1
6187,but Never to moose lol log off faggot your finished,1
6188,mean bro fucking faggot,2
6189,"You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You can't last two minutes in my world bitch.",1
6190,die in a car accident then faggot,2
6191,you gunna let that bitch do you like that?,1
6192,"translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending""",1
6193,Fuckin moulinyan,1
6194,he's the definition of little squirrelly bitch,1
6195,http: (via ),0
6197,fuckkn hate when he fights. Being a big pussy all the time.,1
6198,where you at bitch,1
6199,"im an ole bitch in Memphis,tn. and I think u rock also",1
6200,why do you guys cry and whine whenever someone says faggot? it's ridiculous.,1
6201,Do you think the guinea pig was okay? :(,0
6202,a hour you're home and chillin and I'm working pussy,1
6203,lmaooo fag,1
6207,Bitch pussy,1
6208,puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus,0
